id_mhs,nim,nama_mhs,jenis_kelamin,tgl_lahir,kode_provinsi_asal,nama_sma_asal,akreditasi_sma_asal,id_prodi,tahun_masuk,status_mhs
682,A20110682,Limar Mayasari,L,1998-01-20,35,SMA Negeri 1 Jawa Timur,C,11,2020,Lulus
683,A19120683,Zelaya Wibisono,L,2002-12-30,51,SMA Negeri 48 Bali,B,12,2019,Aktif
684,A22060684,Puti Eka Anggriawan,L,1999-10-23,15,SMA Negeri 21 Jambi,A,6,2022,Aktif
685,A22060685,"Catur Sihombing, M.M.",L,2006-10-20,34,SMA Negeri 48 DI Yogyakarta,B,6,2022,Aktif
686,A21110686,Tugiman Hutagalung,L,1997-07-16,33,SMA Negeri 17 Jawa Tengah,B,11,2021,Lulus
687,A19040687,Emin Wastuti,P,2005-06-30,35,SMA Negeri 50 Jawa Timur,B,4,2019,Aktif
688,A18020688,Mulyono Prasetyo,P,2001-11-07,18,SMA Negeri 35 Lampung,TT,2,2018,Aktif
689,A20010689,R.M. Langgeng Nababan,L,2007-03-20,81,SMA Negeri 37 Maluku,B,1,2020,Lulus
690,A19050690,"Niyaga Kurniawan, S.Pt",L,1999-02-17,82,SMA Negeri 37 Maluku Utara,B,5,2019,Aktif
691,A22030691,Jane Usada,L,1998-08-04,14,SMA Negeri 35 Riau,C,3,2022,Aktif
692,A20010692,Laila Purnawati,P,2007-12-06,91,SMA Negeri 30 Papua Barat,C,1,2020,Lulus
693,A21020693,"Sutan Nalar Wahyudin, S.Pt",P,2007-01-23,94,SMA Negeri 44 Papua,B,2,2021,Aktif
694,A22040694,"dr. Ozy Utama, M.M.",L,2002-02-16,71,SMA Negeri 24 Sulawesi Utara,A,4,2022,Aktif
695,A19100695,R.M. Surya Sudiati,L,1998-11-08,51,SMA Negeri 40 Bali,B,10,2019,Aktif
696,A19060696,Balijan Nuraini,L,2004-07-11,65,SMA Negeri 45 Kalimantan Utara,TT,6,2019,Aktif
697,A21060697,Bagiya Narpati,L,2004-09-24,65,SMA Negeri 9 Kalimantan Utara,B,6,2021,Aktif
698,A18100698,"KH. Putu Ramadan, M.Farm",L,2004-03-14,35,SMA Negeri 25 Jawa Timur,B,10,2018,Lulus
699,A23040699,Yunita Suryono,L,2001-01-25,21,SMA Negeri 1 Kepulauan Riau,A,4,2023,Aktif
700,A21030700,Sutan Tugiman Pudjiastuti,P,1997-11-26,73,SMA Negeri 47 Sulawesi Selatan,A,3,2021,Lulus
701,A20060701,Cut Devi Anggraini,P,1997-10-19,82,SMA Negeri 4 Maluku Utara,B,6,2020,Lulus
702,A23070702,Tira Mangunsong,L,2002-12-09,17,SMA Negeri 14 Bengkulu,A,7,2023,Aktif
703,A23050703,Pranata Mulyani,L,2004-06-17,81,SMA Negeri 48 Maluku,A,5,2023,Aktif
704,A20060704,Jamal Maheswara,P,2002-11-07,51,SMA Negeri 17 Bali,B,6,2020,Lulus
705,A21060705,Ajiono Maryati,L,2008-01-05,12,SMA Negeri 39 Sumatera Utara,A,6,2021,Lulus
706,A20040706,Oman Novitasari,L,1999-09-01,32,SMA Negeri 32 Jawa Barat,B,4,2020,Lulus
707,A18120707,Elvina Thamrin,P,1998-01-09,75,SMA Negeri 41 Gorontalo,C,12,2018,Aktif
708,A23030708,R.A. Wulan Wijaya,L,2001-06-20,31,SMA Negeri 41 DKI Jakarta,B,3,2023,Aktif
709,A18100709,Daliman Dongoran,L,2007-09-23,72,SMA Negeri 21 Sulawesi Tengah,A,10,2018,Aktif
710,A23060710,Pandu Putra,P,2007-05-14,53,SMA Negeri 42 Nusa Tenggara Timur,B,6,2023,Aktif
711,A21070711,"Sutan Atmaja Hassanah, M.TI.",P,1998-11-23,52,SMA Negeri 29 Nusa Tenggara Barat,B,7,2021,Lulus
712,A19070712,"Nadine Prasasta, M.M.",L,2006-11-29,31,SMA Negeri 43 DKI Jakarta,A,7,2019,Lulus
713,A19050713,Kacung Padmasari,L,1999-12-25,16,SMA Negeri 5 Sumatera Selatan,A,5,2019,Aktif
714,A18080714,R. Putri Zulkarnain,P,2004-08-30,14,SMA Negeri 6 Riau,C,8,2018,Lulus
715,A22020715,Laras Tamba,L,2001-02-07,51,SMA Negeri 42 Bali,A,2,2022,Aktif
716,A19070716,Calista Prastuti,P,2006-03-04,61,SMA Negeri 41 Kalimantan Barat,B,7,2019,Aktif
717,A22030717,Zelda Maulana,L,2003-08-06,19,SMA Negeri 3 Kepulauan Bangka Belitung,A,3,2022,Aktif
718,A20110718,Kezia Wijayanti,L,2007-03-08,64,SMA Negeri 35 Kalimantan Timur,TT,11,2020,Cuti
719,A19050719,Citra Firgantoro,P,2001-08-29,75,SMA Negeri 41 Gorontalo,A,5,2019,Lulus
720,A22120720,Jumari Safitri,L,2006-03-12,74,SMA Negeri 31 Sulawesi Tenggara,B,12,2022,Aktif
721,A18090721,dr. Kurnia Usamah,L,2000-02-12,35,SMA Negeri 17 Jawa Timur,TT,9,2018,Aktif
722,A18030722,"Vinsen Wasita, S.Sos",P,2001-05-30,61,SMA Negeri 9 Kalimantan Barat,A,3,2018,Lulus
723,A21060723,Gawati Firmansyah,P,2005-09-06,53,SMA Negeri 49 Nusa Tenggara Timur,A,6,2021,DO
724,A18080724,Alambana Maryati,L,2006-12-11,61,SMA Negeri 1 Kalimantan Barat,C,8,2018,Lulus
725,A19090725,R.A. Betania Prasasta,P,2006-02-11,65,SMA Negeri 16 Kalimantan Utara,C,9,2019,Aktif
726,A21030726,Dr. Carla Zulaika,L,2003-04-14,71,SMA Negeri 41 Sulawesi Utara,B,3,2021,Aktif
727,A22040727,"Jabal Palastri, S.Sos",L,2004-11-09,94,SMA Negeri 42 Papua,B,4,2022,Aktif
728,A21120728,Mutia Zulaika,L,2006-12-20,52,SMA Negeri 19 Nusa Tenggara Barat,B,12,2021,Aktif
729,A22020729,"Mustofa Fujiati, S.I.Kom",L,2007-06-09,76,SMA Negeri 45 Sulawesi Barat,TT,2,2022,Aktif
730,A19100730,Tgk. Kemal Hartati,L,2003-01-19,82,SMA Negeri 35 Maluku Utara,B,10,2019,Aktif
731,A18010731,Tiara Pradipta,L,2007-02-04,32,SMA Negeri 29 Jawa Barat,B,1,2018,Aktif
732,A19120732,"Puti Gilda Kurniawan, S.E.",L,2004-10-21,11,SMA Negeri 14 Aceh,A,12,2019,Aktif
733,A20060733,Ibrani Firmansyah,L,2006-02-05,73,SMA Negeri 3 Sulawesi Selatan,TT,6,2020,Aktif
734,A19060734,Titin Wacana,L,2003-10-27,16,SMA Negeri 5 Sumatera Selatan,A,6,2019,Lulus
735,A19090735,Rahmi Hutagalung,L,2002-10-31,81,SMA Negeri 1 Maluku,B,9,2019,Lulus
736,A21020736,"Asman Novitasari, S.I.Kom",L,2004-08-13,36,SMA Negeri 3 Banten,TT,2,2021,Lulus
737,A23040737,Banara Tampubolon,P,1997-07-03,76,SMA Negeri 43 Sulawesi Barat,A,4,2023,Aktif
738,A21040738,"Daliono Yulianti, S.Gz",L,2005-12-16,81,SMA Negeri 47 Maluku,B,4,2021,Aktif
739,A18010739,Elvina Budiyanto,L,2007-07-01,94,SMA Negeri 13 Papua,B,1,2018,Lulus
740,A23060740,Mahdi Siregar,L,1998-04-18,14,SMA Negeri 16 Riau,B,6,2023,Aktif
741,A20110741,Caturangga Waskita,L,1998-10-27,74,SMA Negeri 38 Sulawesi Tenggara,A,11,2020,Lulus
742,A19020742,Talia Samosir,L,1999-04-26,72,SMA Negeri 45 Sulawesi Tengah,A,2,2019,Lulus
743,A20080743,Ayu Utama,L,2002-10-12,21,SMA Negeri 6 Kepulauan Riau,A,8,2020,Aktif
744,A23110744,Dt. Kalim Sirait,L,2001-09-29,63,SMA Negeri 23 Kalimantan Selatan,A,11,2023,Aktif
745,A23110745,Teguh Lazuardi,L,2007-09-25,21,SMA Negeri 32 Kepulauan Riau,A,11,2023,Aktif
746,A22040746,Eluh Aryani,L,1999-11-24,62,SMA Negeri 47 Kalimantan Tengah,B,4,2022,Aktif
747,A23040747,Rahmi Firgantoro,L,2001-09-27,12,SMA Negeri 47 Sumatera Utara,C,4,2023,Aktif
748,A18030748,Kenzie Tampubolon,P,2006-01-22,51,SMA Negeri 19 Bali,TT,3,2018,Aktif
749,A19090749,Hendri Puspita,P,2003-10-16,82,SMA Negeri 47 Maluku Utara,A,9,2019,Aktif
750,A22080750,"drg. Mitra Sitorus, S.I.Kom",L,2003-10-24,52,SMA Negeri 34 Nusa Tenggara Barat,A,8,2022,Aktif
751,A20030751,KH. Paiman Hassanah,P,1998-11-03,75,SMA Negeri 1 Gorontalo,B,3,2020,Aktif
752,A21110752,"Dr. Garan Mustofa, S.Gz",L,2003-03-12,91,SMA Negeri 24 Papua Barat,A,11,2021,Lulus
753,A20100753,Mala Wibowo,P,2007-05-22,36,SMA Negeri 25 Banten,A,10,2020,Cuti
754,A23040754,drg. Joko Utami,P,2001-05-04,94,SMA Negeri 10 Papua,TT,4,2023,Aktif
755,A20100755,Ir. Rahmi Purnawati,P,1999-08-07,53,SMA Negeri 7 Nusa Tenggara Timur,C,10,2020,Aktif
756,A18090756,Hani Hutasoit,L,2003-03-27,15,SMA Negeri 13 Jambi,A,9,2018,Lulus
757,A19020757,"Dr. Harsaya Yuniar, M.M.",L,2003-06-02,82,SMA Negeri 25 Maluku Utara,A,2,2019,Lulus
758,A22110758,Victoria Prayoga,L,2002-09-17,82,SMA Negeri 24 Maluku Utara,B,11,2022,Aktif
759,A18040759,Wira Sihotang,P,1998-07-21,15,SMA Negeri 6 Jambi,B,4,2018,Aktif
760,A20080760,Tgk. Kasiyah Hardiansyah,L,1998-07-08,14,SMA Negeri 4 Riau,C,8,2020,Lulus
761,A22100761,Bahuwarna Mangunsong,P,2005-09-26,52,SMA Negeri 5 Nusa Tenggara Barat,A,10,2022,Aktif
762,A19050762,drg. Rahmi Sitorus,L,2001-03-11,15,SMA Negeri 35 Jambi,A,5,2019,Lulus
763,A19070763,Sari Mandasari,P,2001-08-19,33,SMA Negeri 12 Jawa Tengah,B,7,2019,Lulus
764,A23090764,Jail Gunawan,P,2007-05-26,73,SMA Negeri 37 Sulawesi Selatan,A,9,2023,Aktif
765,A23060765,Ika Novitasari,L,2002-10-06,76,SMA Negeri 11 Sulawesi Barat,C,6,2023,Aktif
766,A22030766,Zelaya Sihombing,P,2004-01-04,72,SMA Negeri 11 Sulawesi Tengah,B,3,2022,Aktif
767,A20090767,"Ir. Zalindra Latupono, M.Ak",P,2008-05-03,75,SMA Negeri 21 Gorontalo,B,9,2020,Cuti
768,A23060768,"Jinawi Pradipta, S.T.",P,2000-10-01,73,SMA Negeri 21 Sulawesi Selatan,C,6,2023,Aktif
769,A22100769,Hj. Rahmi Lailasari,L,1998-04-09,36,SMA Negeri 50 Banten,B,10,2022,Aktif
770,A20090770,Titin Yuliarti,L,2002-02-15,51,SMA Negeri 1 Bali,TT,9,2020,Cuti
771,A20120771,Kiandra Usada,P,2001-01-08,13,SMA Negeri 20 Sumatera Barat,A,12,2020,Aktif
772,A19010772,"Mulya Natsir, M.Ak",L,2007-10-01,61,SMA Negeri 45 Kalimantan Barat,B,1,2019,Aktif
773,A22050773,Dr. Oman Nuraini,L,2007-01-31,91,SMA Negeri 3 Papua Barat,A,5,2022,Aktif
774,A19080774,Marwata Utami,L,2004-12-31,64,SMA Negeri 38 Kalimantan Timur,A,8,2019,Aktif
775,A20040775,"Nyoman Marpaung, M.Kom.",L,1999-02-02,35,SMA Negeri 37 Jawa Timur,B,4,2020,Lulus
776,A23040776,Ade Nurdiyanti,L,2006-11-30,15,SMA Negeri 12 Jambi,B,4,2023,Aktif
777,A22080777,Tira Suryatmi,L,2004-03-24,17,SMA Negeri 47 Bengkulu,B,8,2022,Aktif
778,A18100778,Elvina Wahyudin,L,1998-02-06,71,SMA Negeri 28 Sulawesi Utara,A,10,2018,Aktif
779,A19070779,"R. Gilda Hassanah, S.H.",P,2003-11-16,18,SMA Negeri 25 Lampung,A,7,2019,Lulus
780,A22010780,"Dr. Respati Halimah, S.Farm",L,2004-11-13,61,SMA Negeri 35 Kalimantan Barat,A,1,2022,Aktif
781,A20100781,Cemeti Santoso,L,2005-03-11,21,SMA Negeri 47 Kepulauan Riau,B,10,2020,Aktif
782,A22070782,Harjasa Hastuti,L,2003-04-18,75,SMA Negeri 28 Gorontalo,A,7,2022,Aktif
783,A19050783,R.M. Bahuwarna Mandala,L,2001-09-30,72,SMA Negeri 37 Sulawesi Tengah,A,5,2019,Aktif
784,A22120784,"Endra Setiawan, S.Sos",L,2005-10-30,14,SMA Negeri 6 Riau,C,12,2022,Aktif
785,A21070785,"Puti Nova Hartati, S.I.Kom",L,2008-05-11,91,SMA Negeri 13 Papua Barat,A,7,2021,Aktif
786,A23080786,Asirwanda Mandala,P,1997-09-03,72,SMA Negeri 40 Sulawesi Tengah,B,8,2023,Aktif
787,A19120787,Dadi Agustina,L,2000-09-03,94,SMA Negeri 28 Papua,B,12,2019,Aktif
788,A18060788,Lili Pangestu,L,2004-05-31,16,SMA Negeri 13 Sumatera Selatan,C,6,2018,Aktif
789,A22060789,Kenari Farida,L,2006-04-09,64,SMA Negeri 11 Kalimantan Timur,A,6,2022,Aktif
790,A22060790,Cecep Anggraini,L,2005-07-26,75,SMA Negeri 3 Gorontalo,A,6,2022,Aktif
791,A23040791,Jane Mandasari,L,2003-06-13,33,SMA Negeri 49 Jawa Tengah,B,4,2023,Aktif
792,A18120792,Zizi Wacana,L,2006-07-27,16,SMA Negeri 10 Sumatera Selatan,A,12,2018,DO
793,A20050793,Rini Iswahyudi,L,1999-06-19,11,SMA Negeri 2 Aceh,A,5,2020,Aktif
794,A23060794,Ira Halimah,L,1999-07-17,34,SMA Negeri 35 DI Yogyakarta,B,6,2023,Aktif
795,A22090795,Cindy Sitorus,P,2001-03-17,51,SMA Negeri 47 Bali,TT,9,2022,Aktif
796,A21030796,Dt. Warta Wacana,L,1997-08-17,12,SMA Negeri 19 Sumatera Utara,A,3,2021,Aktif
797,A18040797,Bakianto Novitasari,P,2005-07-29,52,SMA Negeri 5 Nusa Tenggara Barat,TT,4,2018,DO
798,A23070798,Cici Firgantoro,L,2001-06-21,52,SMA Negeri 2 Nusa Tenggara Barat,B,7,2023,Aktif
799,A19050799,Sabrina Usamah,P,2007-07-09,71,SMA Negeri 7 Sulawesi Utara,C,5,2019,Cuti
800,A22060800,"Tgk. Warsa Sihombing, S.T.",L,2002-10-01,82,SMA Negeri 13 Maluku Utara,A,6,2022,Aktif
801,A22090801,Bahuraksa Riyanti,L,1999-10-16,76,SMA Negeri 16 Sulawesi Barat,A,9,2022,Aktif
802,A20090802,Natalia Waluyo,L,2002-03-18,61,SMA Negeri 2 Kalimantan Barat,TT,9,2020,Lulus
803,A20060803,Kasusra Nasyiah,L,2001-05-01,64,SMA Negeri 33 Kalimantan Timur,B,6,2020,Cuti
804,A23050804,Dr. Citra Waskita,L,2006-08-25,14,SMA Negeri 2 Riau,B,5,2023,Aktif
805,A19090805,"Zahra Salahudin, S.Gz",L,2003-04-07,52,SMA Negeri 43 Nusa Tenggara Barat,A,9,2019,Lulus
806,A23030806,Baktiono Farida,P,2001-08-24,16,SMA Negeri 44 Sumatera Selatan,C,3,2023,Aktif
807,A21100807,Fitriani Saptono,P,2007-03-06,35,SMA Negeri 20 Jawa Timur,B,10,2021,Aktif
808,A21100808,Jinawi Mayasari,L,1997-09-02,63,SMA Negeri 38 Kalimantan Selatan,A,10,2021,Lulus
809,A19090809,Caraka Lailasari,P,2001-07-03,33,SMA Negeri 34 Jawa Tengah,B,9,2019,Lulus
810,A19030810,Ciaobella Sihombing,L,2004-03-10,74,SMA Negeri 35 Sulawesi Tenggara,A,3,2019,Aktif
811,A19120811,"Puti Qori Haryanti, M.M.",L,2008-01-14,18,SMA Negeri 49 Lampung,B,12,2019,Lulus
812,A21060812,"Dr. Kacung Firmansyah, S.IP",L,2007-12-07,73,SMA Negeri 41 Sulawesi Selatan,B,6,2021,Lulus
813,A19120813,Argono Hutasoit,L,1999-07-27,52,SMA Negeri 2 Nusa Tenggara Barat,B,12,2019,Aktif
814,A22100814,"R. Mahmud Agustina, S.Sos",P,2005-10-04,52,SMA Negeri 15 Nusa Tenggara Barat,B,10,2022,Aktif
815,A20040815,drg. Caturangga Prakasa,P,2000-02-15,12,SMA Negeri 9 Sumatera Utara,A,4,2020,Lulus
816,A23090816,"Patricia Ardianto, S.Pt",L,2002-01-11,81,SMA Negeri 25 Maluku,B,9,2023,Aktif
817,A19080817,"drg. Tari Sihotang, S.Sos",L,2001-10-15,81,SMA Negeri 27 Maluku,A,8,2019,Aktif
818,A21010818,"drg. Ibun Sihombing, S.E.I",P,2007-01-28,52,SMA Negeri 13 Nusa Tenggara Barat,B,1,2021,Lulus
819,A19040819,"Nadia Suryatmi, S.I.Kom",P,2000-05-20,15,SMA Negeri 21 Jambi,TT,4,2019,Aktif
820,A21080820,Endah Mansur,L,2001-01-12,36,SMA Negeri 25 Banten,C,8,2021,Lulus
821,A21120821,Zamira Sihombing,P,2004-08-17,62,SMA Negeri 30 Kalimantan Tengah,A,12,2021,Aktif
822,A22010822,"Anastasia Novitasari, S.Psi",P,2003-01-18,36,SMA Negeri 3 Banten,C,1,2022,Aktif
823,A22090823,"Oni Waskita, M.Pd",L,2006-09-06,71,SMA Negeri 19 Sulawesi Utara,A,9,2022,Aktif
824,A20080824,Ir. Purwa Aryani,L,2007-09-12,72,SMA Negeri 19 Sulawesi Tengah,B,8,2020,Aktif
825,A23100825,"Alambana Suryono, M.Pd",L,2003-11-17,14,SMA Negeri 42 Riau,A,10,2023,Aktif
826,A23080826,"Warta Mansur, M.Farm",L,2007-10-16,16,SMA Negeri 50 Sumatera Selatan,A,8,2023,Aktif
827,A21100827,Prasetyo Pradipta,L,1999-01-06,19,SMA Negeri 12 Kepulauan Bangka Belitung,C,10,2021,Aktif
828,A21080828,Samiah Putra,L,1997-06-03,33,SMA Negeri 42 Jawa Tengah,A,8,2021,Aktif
829,A23120829,Bahuwarna Hardiansyah,L,2005-04-06,31,SMA Negeri 8 DKI Jakarta,A,12,2023,Aktif
830,A23120830,Sutan Heru Firgantoro,L,2003-03-09,75,SMA Negeri 34 Gorontalo,B,12,2023,Aktif
831,A23120831,Icha Puspita,L,2005-01-09,71,SMA Negeri 36 Sulawesi Utara,A,12,2023,Aktif
832,A19070832,Najwa Usamah,P,2001-07-18,13,SMA Negeri 10 Sumatera Barat,B,7,2019,Lulus
833,A19030833,Yosef Siregar,L,2003-01-09,21,SMA Negeri 47 Kepulauan Riau,A,3,2019,Aktif
834,A23080834,Dewi Januar,L,2002-02-01,53,SMA Negeri 9 Nusa Tenggara Timur,A,8,2023,Aktif
835,A22040835,Ida Pradipta,L,1999-02-03,11,SMA Negeri 30 Aceh,B,4,2022,Aktif
836,A22080836,Cengkir Nurdiyanti,P,2005-05-19,82,SMA Negeri 32 Maluku Utara,A,8,2022,Aktif
837,A22040837,Keisha Handayani,L,2005-10-29,34,SMA Negeri 27 DI Yogyakarta,TT,4,2022,Aktif
838,A22080838,"Darmana Maheswara, S.E.I",L,2004-04-25,16,SMA Negeri 36 Sumatera Selatan,A,8,2022,Aktif
839,A18050839,Catur Anggriawan,L,1998-03-16,34,SMA Negeri 23 DI Yogyakarta,A,5,2018,Aktif
840,A18010840,R. Fathonah Mustofa,L,2002-08-28,21,SMA Negeri 4 Kepulauan Riau,B,1,2018,DO
841,A19020841,Dr. Puti Nasyiah,P,2007-10-25,73,SMA Negeri 43 Sulawesi Selatan,A,2,2019,Aktif
842,A21120842,"Oni Lestari, M.TI.",L,1997-10-24,32,SMA Negeri 20 Jawa Barat,B,12,2021,Aktif
843,A21060843,Kambali Waluyo,L,2000-03-11,65,SMA Negeri 5 Kalimantan Utara,A,6,2021,Lulus
844,A19050844,Hj. Tari Rahmawati,P,2003-07-14,81,SMA Negeri 22 Maluku,A,5,2019,Lulus
845,A22090845,Dian Yulianti,P,2007-06-25,73,SMA Negeri 14 Sulawesi Selatan,B,9,2022,Aktif
846,A18100846,Patricia Rahayu,L,1998-10-18,14,SMA Negeri 39 Riau,A,10,2018,Lulus
847,A21120847,Betania Nasyidah,L,2007-10-06,53,SMA Negeri 40 Nusa Tenggara Timur,B,12,2021,Lulus
848,A22060848,Galang Prayoga,P,2002-03-27,19,SMA Negeri 47 Kepulauan Bangka Belitung,TT,6,2022,Aktif
849,A21110849,"Tgk. Laras Widiastuti, M.Ak",P,2001-12-24,82,SMA Negeri 19 Maluku Utara,A,11,2021,Aktif
850,A18040850,"Maya Handayani, S.I.Kom",L,1998-05-21,11,SMA Negeri 8 Aceh,A,4,2018,Lulus
851,A22120851,T. Oskar Laksita,L,2005-09-26,34,SMA Negeri 3 DI Yogyakarta,C,12,2022,Aktif
852,A22060852,"Alika Hutagalung, M.TI.",L,2004-07-31,64,SMA Negeri 41 Kalimantan Timur,B,6,2022,Aktif
853,A20040853,Safina Firmansyah,L,2006-10-09,53,SMA Negeri 36 Nusa Tenggara Timur,A,4,2020,Aktif
854,A18060854,"Hesti Saragih, S.Psi",L,2001-08-09,11,SMA Negeri 37 Aceh,B,6,2018,Aktif
855,A19100855,Putri Ardianto,L,2008-02-16,12,SMA Negeri 44 Sumatera Utara,B,10,2019,Lulus
856,A18080856,Rosman Januar,L,2002-03-25,81,SMA Negeri 30 Maluku,A,8,2018,Aktif
857,A21090857,Ihsan Agustina,P,2001-05-11,63,SMA Negeri 34 Kalimantan Selatan,C,9,2021,Aktif
858,A22050858,"Hj. Rini Handayani, S.E.I",L,2007-02-13,62,SMA Negeri 37 Kalimantan Tengah,A,5,2022,Aktif
859,A20110859,Cawisono Handayani,L,2006-02-25,63,SMA Negeri 2 Kalimantan Selatan,A,11,2020,Aktif
860,A23060860,"dr. Pia Laksita, S.Pt",P,2000-05-28,71,SMA Negeri 39 Sulawesi Utara,A,6,2023,Aktif
861,A22070861,R. Yance Laksita,L,2007-10-21,32,SMA Negeri 46 Jawa Barat,A,7,2022,Aktif
862,A20060862,Fitriani Suryono,L,2001-11-14,13,SMA Negeri 16 Sumatera Barat,C,6,2020,Aktif
863,A20060863,Queen Maryati,P,2007-07-17,75,SMA Negeri 8 Gorontalo,B,6,2020,Aktif
864,A19060864,"Dasa Padmasari, M.M.",L,2008-02-13,13,SMA Negeri 31 Sumatera Barat,A,6,2019,Lulus
865,A19090865,Adika Rajasa,L,1999-06-21,21,SMA Negeri 34 Kepulauan Riau,B,9,2019,Lulus
866,A19050866,"Anggabaya Prabowo, S.E.I",P,1997-10-11,62,SMA Negeri 9 Kalimantan Tengah,A,5,2019,Lulus
867,A21040867,Sutan Balamantri Rahmawati,P,2004-12-08,13,SMA Negeri 8 Sumatera Barat,C,4,2021,Lulus
868,A18010868,Shania Lestari,L,1998-04-24,61,SMA Negeri 3 Kalimantan Barat,A,1,2018,Aktif
869,A23020869,"Elvina Yuliarti, S.IP",L,2008-05-06,94,SMA Negeri 37 Papua,B,2,2023,Aktif
870,A20050870,"Cengkir Kurniawan, M.Ak",L,2007-08-01,34,SMA Negeri 35 DI Yogyakarta,B,5,2020,Aktif
871,A23060871,Drs. Hilda Mahendra,L,2007-02-14,75,SMA Negeri 10 Gorontalo,A,6,2023,Aktif
872,A18030872,Hana Susanti,P,2002-03-20,52,SMA Negeri 7 Nusa Tenggara Barat,A,3,2018,Lulus
873,A22040873,Purwa Permata,L,2002-09-11,64,SMA Negeri 10 Kalimantan Timur,B,4,2022,Aktif
874,A22120874,Drs. Jaeman Pertiwi,L,2006-03-18,53,SMA Negeri 5 Nusa Tenggara Timur,B,12,2022,Aktif
875,A22050875,Jane Namaga,L,2003-10-11,63,SMA Negeri 9 Kalimantan Selatan,TT,5,2022,Aktif
876,A23010876,Mala Safitri,L,1998-05-07,81,SMA Negeri 25 Maluku,A,1,2023,Aktif
877,A21010877,Putu Firgantoro,L,1997-08-18,16,SMA Negeri 38 Sumatera Selatan,C,1,2021,Lulus
878,A22110878,Nilam Lestari,L,1999-06-18,75,SMA Negeri 22 Gorontalo,B,11,2022,Aktif
879,A21040879,Puti Tari Rahmawati,L,2001-09-26,16,SMA Negeri 45 Sumatera Selatan,A,4,2021,Lulus
880,A21080880,Lukman Puspita,P,2000-07-22,17,SMA Negeri 50 Bengkulu,B,8,2021,Lulus
881,A19080881,Ilyas Sitompul,L,1997-07-31,81,SMA Negeri 40 Maluku,B,8,2019,Lulus
882,A21050882,Laila Astuti,P,2003-10-23,65,SMA Negeri 22 Kalimantan Utara,A,5,2021,DO
883,A21060883,"Dr. Maimunah Farida, S.Ked",L,2006-07-26,76,SMA Negeri 23 Sulawesi Barat,A,6,2021,Aktif
884,A19080884,Balapati Sihombing,L,2004-04-15,76,SMA Negeri 9 Sulawesi Barat,B,8,2019,Lulus
885,A21090885,"Tgk. Yuliana Suartini, S.Pt",L,1998-10-18,17,SMA Negeri 5 Bengkulu,A,9,2021,Lulus
886,A21050886,Nadine Salahudin,L,2001-08-19,76,SMA Negeri 36 Sulawesi Barat,C,5,2021,Lulus
887,A21030887,Umay Yuliarti,L,1999-07-11,81,SMA Negeri 45 Maluku,A,3,2021,Aktif
888,A21100888,Radit Andriani,P,2000-05-10,74,SMA Negeri 12 Sulawesi Tenggara,B,10,2021,Lulus
889,A23110889,Diana Yolanda,L,2008-04-14,15,SMA Negeri 38 Jambi,TT,11,2023,Aktif
890,A20100890,Safina Manullang,L,2000-04-17,76,SMA Negeri 26 Sulawesi Barat,A,10,2020,Aktif
891,A23020891,Nasrullah Sirait,L,2001-11-30,17,SMA Negeri 32 Bengkulu,C,2,2023,Aktif
892,A18110892,Purwanto Uyainah,L,1999-02-28,14,SMA Negeri 49 Riau,B,11,2018,Lulus
893,A19110893,Prima Gunarto,L,2005-03-18,11,SMA Negeri 25 Aceh,A,11,2019,Lulus
894,A19100894,Hafshah Hutagalung,P,1997-11-20,75,SMA Negeri 20 Gorontalo,B,10,2019,Lulus
895,A21100895,"Yunita Maulana, S.Kom",L,2003-08-11,61,SMA Negeri 40 Kalimantan Barat,B,10,2021,Lulus
896,A19090896,Winda Yulianti,L,1998-06-10,72,SMA Negeri 36 Sulawesi Tengah,B,9,2019,Aktif
897,A23010897,"Marwata Mandasari, S.Ked",L,2003-12-14,11,SMA Negeri 19 Aceh,B,1,2023,Aktif
898,A21010898,drg. Zelaya Safitri,P,2005-02-15,36,SMA Negeri 25 Banten,C,1,2021,Aktif
899,A21070899,Kanda Pertiwi,P,2004-10-09,71,SMA Negeri 9 Sulawesi Utara,B,7,2021,Aktif
900,A20040900,Latika Nasyiah,L,2008-02-17,71,SMA Negeri 43 Sulawesi Utara,C,4,2020,Aktif
901,A18030901,Banawa Zulaika,P,1998-02-06,19,SMA Negeri 47 Kepulauan Bangka Belitung,A,3,2018,Aktif
902,A19080902,R.M. Heru Sitorus,L,2002-11-18,74,SMA Negeri 27 Sulawesi Tenggara,A,8,2019,Lulus
903,A22080903,Gawati Iswahyudi,L,2007-03-07,74,SMA Negeri 33 Sulawesi Tenggara,A,8,2022,Aktif
904,A21070904,Estiawan Thamrin,L,2006-04-19,75,SMA Negeri 39 Gorontalo,B,7,2021,Aktif
905,A23010905,Anom Utami,P,2006-05-23,82,SMA Negeri 33 Maluku Utara,B,1,2023,Aktif
906,A22050906,Sakti Samosir,L,2003-04-19,73,SMA Negeri 3 Sulawesi Selatan,B,5,2022,Aktif
907,A23100907,Uli Kusmawati,L,2000-09-22,81,SMA Negeri 38 Maluku,B,10,2023,Aktif
908,A19080908,Joko Hartati,L,2007-02-24,16,SMA Negeri 34 Sumatera Selatan,B,8,2019,Lulus
909,A19100909,"Arta Samosir, S.Farm",P,1998-05-09,16,SMA Negeri 43 Sumatera Selatan,TT,10,2019,Lulus
